Count_Nuclei,Count_RO_PositiveNuclei,Count_h2AX,Group,FileName_DAPI,FileName_Green,ImageNumber,Math_PercentPositiveNuclei,Mean_Nuclei_Children_RO_PositiveNuclei_Count,Mean_Nuclei_Parent_h2AX,Mean_RO_PositiveNuclei_Location_Center_X,Mean_RO_PositiveNuclei_Location_Center_Y,Mean_RO_PositiveNuclei_Location_Center_Z,Mean_RO_PositiveNuclei_Parent_Nuclei,Mean_h2AX_Children_Nuclei_Count,Mean_h2AX_Intensity_IntegratedIntensityEdge_FilteredMaskedGreen,Mean_h2AX_Intensity_IntegratedIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_LowerQuartileIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_MADIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_MassDisplacement_FilteredMaskedGreen,Mean_h2AX_Intensity_MaxIntensityEdge_FilteredMaskedGreen,Mean_h2AX_Intensity_MaxIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_MeanIntensityEdge_FilteredMaskedGreen,Mean_h2AX_Intensity_MeanIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_MedianIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_MinIntensityEdge_FilteredMaskedGreen,Mean_h2AX_Intensity_MinIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_StdIntensityEdge_FilteredMaskedGreen,Mean_h2AX_Intensity_StdIntensity_FilteredMaskedGreen,Mean_h2AX_Intensity_UpperQuartileIntensity_FilteredMaskedGreen,Mean_h2AX_Location_CenterMassIntensity_X_FilteredMaskedGreen,Mean_h2AX_Location_CenterMassIntensity_Y_FilteredMaskedGreen,Mean_h2AX_Location_CenterMassIntensity_Z_FilteredMaskedGreen,Mean_h2AX_Location_Center_X,Mean_h2AX_Location_Center_Y,Mean_h2AX_Location_Center_Z,Mean_h2AX_Location_MaxIntensity_X_FilteredMaskedGreen,Mean_h2AX_Location_MaxIntensity_Y_FilteredMaskedGreen,Mean_h2AX_Location_MaxIntensity_Z_FilteredMaskedGreen,Mean_h2AX_Mean_Nuclei_Location_Center_X,Mean_h2AX_Mean_Nuclei_Location_Center_Y,Mean_h2AX_Mean_Nuclei_Location_Center_Z,Mean_h2AX_Mean_Nuclei_Number_Object_Number,Threshold_FinalThreshold_Nuclei,Threshold_FinalThreshold_h2AX,Threshold_OrigThreshold_Nuclei,Threshold_OrigThreshold_h2AX,Threshold_SumOfEntropies_Nuclei,Threshold_SumOfEntropies_h2AX,Threshold_WeightedVariance_Nuclei,Threshold_WeightedVariance_h2AX
31,14,66,50mg,E23_NIC3_34_DAPI.TIF,E23_NIC3_34_FITC.TIF,48,45.16129032,0.451612903,11.5483871,581.9636115,470.0491514,0,14.92857143,0.212121212,0.788891421,1.566009355,0.064842288,0.020826716,0.117051436,0.103877872,0.147551042,0.071430429,0.08559472,0.083725327,0.042371067,0.042371067,0.018335029,0.029540978,0.109950963,489.3764257,627.1203203,0,489.3812603,627.1230938,0,489.3333333,627.0151515,0,581.9636115,470.0491514,0,14.92857143,0.054157905,0.05,0.054157905,0.05,-12.20994057,-12.36181037,0.037519613,1.659399554
34,32,200,50mg,E23_NIC3_35_DAPI.TIF,E23_NIC3_35_FITC.TIF,49,94.11764706,0.941176471,99.52941176,619.6234615,586.9515816,0,17.8125,0.16,1.216224688,2.553352958,0.089670158,0.029090064,0.133827291,0.150650795,0.205453957,0.098240242,0.117718558,0.11491619,0.05331159,0.053311514,0.027742356,0.041307061,0.150547532,546.8835333,565.0680953,0,546.8862485,565.0714786,0,546.885,565.125,0,619.6234615,586.9515816,0,17.8125,0.063880347,0.06993936,0.063880347,0.06993936,-12.23617744,-12.63189012,0.049858401,2.322080788
17,4,16,50mg,E24_NIC3_136_DAPI.TIF,E24_NIC3_136_FITC.TIF,50,23.52941176,0.235294118,1.411764706,972.7599059,540.7753325,0,9,0.25,1.254589073,2.749969356,0.068820082,0.028423736,0.137009245,0.131929497,0.177363254,0.078642701,0.097489307,0.099126416,0.03670939,0.03670939,0.028004349,0.038186658,0.12767986,1065.360815,624.7355273,0,1065.397487,624.7550626,0,1065.3125,625.125,0,972.7599059,540.7753325,0,9,0.05639657,0.05,0.05639657,0.05,-12.24321509,-12.54881965,0.028199772,2.28876603
17,12,45,50mg,E24_NIC3_137_DAPI.TIF,E24_NIC3_137_FITC.TIF,51,70.58823529,0.705882353,17.64705882,538.2601057,497.57283,0,8.416666667,0.266666667,1.165272477,3.247381594,0.065166532,0.024390018,0.148954095,0.12710833,0.169588086,0.072380108,0.092109078,0.086885547,0.041402809,0.041402809,0.024084988,0.034916317,0.120276695,555.1769587,444.4277591,0,555.1494913,444.411502,0,555.2888889,444.5777778,0,538.2601057,497.57283,0,8.416666667,0.057530507,0.05,0.057530507,0.05,-12.34743775,-12.59228294,0.03521123,1.552303562
25,17,68,50mg,E24_NIC3_138_DAPI.TIF,E24_NIC3_138_FITC.TIF,52,68,0.68,25.16,742.5662121,597.488018,0,14.11764706,0.25,0.987745207,2.505639089,0.069307598,0.029799074,0.137516898,0.128769092,0.18631535,0.07771926,0.099322334,0.094102388,0.041735218,0.041735218,0.025652919,0.040603036,0.134370942,819.3110831,573.6038725,0,819.2893044,573.5847606,0,819.3823529,573.6323529,0,742.5662121,597.488018,0,14.11764706,0.060585588,0.05,0.060585588,0.05,-12.40448184,-12.72730445,0.04442398,1.411485386
21,11,44,50mg,E24_NIC3_139_DAPI.TIF,E24_NIC3_139_FITC.TIF,53,52.38095238,0.523809524,14.9047619,491.7630145,679.4112242,0,11.27272727,0.25,0.93839101,3.085927371,0.066255021,0.028238207,0.134792652,0.105892064,0.195048793,0.071172289,0.099170191,0.091668575,0.040482184,0.040482184,0.019345217,0.044455302,0.134220088,565.2671981,523.5729666,0,565.3070164,523.5801288,0,565.1590909,523.6590909,0,491.7630145,679.4112242,0,11.27272727,0.057621405,0.05,0.057621405,0.05,-12.21627939,-12.71263077,0.037170483,1.094839003
61,29,120,50mg,E24_NIC3_140_DAPI.TIF,E24_NIC3_140_FITC.TIF,54,47.54098361,0.475409836,26.93442623,747.4163067,594.0444706,0,29.79310345,0.241666667,0.96469519,3.180913489,0.066110477,0.028562347,0.126872747,0.107486073,0.191303119,0.071245382,0.098313584,0.090800337,0.040754304,0.040754304,0.019710812,0.042647145,0.132273592,812.6696318,598.837801,0,812.6916324,598.8519048,0,812.6833333,598.8416667,0,747.4163067,594.0444706,0,29.79310345,0.070401013,0.05,0.070401013,0.05,-12.36132646,-12.89386797,0.088489659,1.150849253
29,13,56,50mg,E24_NIC3_141_DAPI.TIF,E24_NIC3_141_FITC.TIF,55,44.82758621,0.448275862,12.96551724,840.8095381,348.5295926,0,12.07692308,0.232142857,0.79683048,1.879999788,0.066833154,0.026016086,0.107065384,0.107608803,0.16867977,0.07277901,0.09347742,0.089283261,0.042611909,0.042611909,0.019523467,0.035911432,0.124476017,865.3855564,326.4050496,0,865.4160981,326.4124984,0,865.2857143,326.3214286,0,840.8095381,348.5295926,0,12.07692308,0.058610857,0.05,0.058610857,0.05,-12.40496216,-12.72256405,0.045087604,2.226223577
21,12,49,50mg,E24_NIC3_142_DAPI.TIF,E24_NIC3_142_FITC.TIF,56,57.14285714,0.571428571,15.0952381,630.9391389,501.0876613,0,11.41666667,0.244897959,0.798716987,1.740635858,0.063992288,0.019864752,0.10623716,0.101509242,0.138924365,0.069231067,0.083878921,0.080941947,0.046076018,0.046076018,0.0163352,0.027187338,0.108204524,639.4562766,443.1245944,0,639.4379398,443.1226347,0,639.5102041,443.1020408,0,630.9391389,501.0876613,0,11.41666667,0.056054138,0.05,0.056054138,0.05,-12.40464874,-12.4811807,0.033698593,2.670595343
25,14,67,25mg,E25_NIC2_36_DAPI.TIF,E25_NIC2_36_FITC.TIF,58,56,0.56,16.12,416.8322913,488.594289,0,11.28571429,0.208955224,0.783002813,1.620349606,0.063704594,0.022461736,0.115318141,0.107165704,0.145357898,0.071081945,0.085594314,0.083762918,0.042613211,0.042613211,0.019672002,0.029985685,0.111107543,338.4950113,536.9005376,0,338.5112416,536.8990995,0,338.5223881,536.880597,0,416.8322913,488.594289,0,11.28571429,0.062334657,0.05,0.062334657,0.05,-12.23727046,-12.4700572,0.035517451,2.062214209
24,9,62,25mg,E25_NIC2_37_DAPI.TIF,E25_NIC2_37_FITC.TIF,59,37.5,0.375,13.45833333,638.6360653,714.7844477,0,14.33333333,0.14516129,0.895581516,1.921616856,0.06343569,0.022553817,0.12315722,0.107775951,0.157446526,0.069220416,0.086653139,0.083407783,0.036533052,0.036485798,0.020395733,0.033008988,0.113659039,749.6638144,670.1144347,0,749.6661789,670.1141326,0,749.5322581,670.1774194,0,638.6360653,714.7844477,0,14.33333333,0.05285272,0.05,0.05285272,0.05,-12.26509226,-12.78459489,0.038273742,2.880787639
15,9,36,25mg,E25_NIC2_39_DAPI.TIF,E25_NIC2_39_FITC.TIF,61,60,0.6,9.6,529.6765578,449.1074128,0,7.111111111,0.25,0.88946704,1.891152329,0.0634059,0.017701312,0.130876565,0.102772902,0.137739801,0.069178472,0.081815311,0.078479693,0.044513958,0.044513958,0.016965738,0.026027484,0.103400642,610.614503,512.4250359,0,610.662422,512.4059168,0,610.6388889,512.5833333,0,529.6765578,449.1074128,0,7.111111111,0.073860936,0.05,0.073860936,0.05,-12.1386361,-12.53376044,0.024900263,3.638797163
27,9,46,25mg,E25_NIC2_40_DAPI.TIF,E25_NIC2_40_FITC.TIF,62,33.33333333,0.333333333,7.407407407,521.5819992,362.7999366,0,12.66666667,0.195652174,1.03406808,3.050253234,0.066235765,0.027239346,0.132148681,0.110675674,0.175113863,0.071802636,0.094904503,0.089792046,0.038688918,0.038630536,0.020482357,0.037793027,0.12458162,643.1249674,369.7842224,0,643.1341247,369.7763404,0,643.1304348,369.6956522,0,521.5819992,362.7999366,0,12.66666667,0.057370104,0.05,0.057370104,0.05,-12.16421483,-12.61359793,0.04119974,1.375081229
41,15,60,25mg,E25_NIC2_41_DAPI.TIF,E25_NIC2_41_FITC.TIF,63,36.58536585,0.365853659,13.82926829,590.6158431,442.8609653,0,20.6,0.25,0.902671859,2.252208233,0.06577249,0.028016584,0.128594595,0.10949264,0.180703441,0.071724381,0.095358421,0.090473794,0.039473057,0.039473057,0.020641599,0.039905333,0.127716741,624.5336013,317.1749104,0,624.538462,317.2074462,0,624.4333333,317.2,0,590.6158431,442.8609653,0,20.6,0.051876504,0.05,0.051876504,0.05,-12.15568163,-12.73479743,0.054169915,1.804304363
35,15,68,25mg,E25_NIC2_42_DAPI.TIF,E25_NIC2_42_FITC.TIF,64,42.85714286,0.428571429,16.57142857,611.0888499,648.0270209,0,20.2,0.220588235,0.832937054,2.001061856,0.065908203,0.024922472,0.111674327,0.106012504,0.159668611,0.072398519,0.090799209,0.088599268,0.04437952,0.04437952,0.01859505,0.032836708,0.117577721,603.0976106,594.0817907,0,603.1056913,594.0894091,0,603.0441176,594.1029412,0,611.0888499,648.0270209,0,20.2,0.056475908,0.05,0.056475908,0.05,-12.4618702,-12.60875596,0.051253943,1.898899734
24,5,51,25mg,E25_NIC2_43_DAPI.TIF,E25_NIC2_43_FITC.TIF,65,20.83333333,0.208333333,7.666666667,677.4022832,502.177307,0,12.2,0.098039216,0.978707688,2.27083927,0.066289681,0.025033168,0.127342679,0.114600639,0.167637409,0.072631564,0.09144627,0.08822587,0.039641142,0.039641142,0.021812021,0.035084163,0.11775417,680.0948847,350.6298048,0,680.103968,350.6377179,0,680.1960784,350.5882353,0,677.4022832,502.177307,0,12.2,0.050297014,0.05,0.050297014,0.05,-12.38311502,-12.74934711,0.032542324,1.941049686
30,16,65,25mg,E25_NIC2_44_DAPI.TIF,E25_NIC2_44_FITC.TIF,66,53.33333333,0.533333333,18.53333333,738.9816154,590.4586652,0,17.875,0.246153846,0.809781739,1.838721519,0.065556985,0.025372231,0.105857301,0.107875179,0.163790808,0.071641277,0.091239636,0.087359543,0.04066318,0.04062468,0.020100643,0.035296932,0.121758545,849.0873376,587.0017283,0,849.08606,586.9946598,0,849.2,587.0153846,0,738.9816154,590.4586652,0,17.875,0.054377612,0.05,0.054377612,0.05,-12.08569588,-12.68121332,0.045013362,1.884263373
51,17,52,25mg,E25_NIC2_45_DAPI.TIF,E25_NIC2_45_FITC.TIF,67,33.33333333,0.333333333,8.254901961,559.7926693,338.0490439,0,23.35294118,0.326923077,0.861215678,2.06425575,0.063176458,0.021924869,0.107125553,0.098147203,0.155787573,0.067395637,0.086060327,0.081435052,0.041380123,0.041380123,0.016353906,0.031765046,0.111726559,381.1478971,349.9301534,0,381.1646912,349.9449325,0,381.1153846,349.8461538,0,559.7926693,338.0490439,0,23.35294118,0.061724946,0.05,0.061724946,0.05,-12.25498724,-12.49563032,0.074522983,1.66038923
25,10,57,25mg,E25_NIC2_46_DAPI.TIF,E25_NIC2_46_FITC.TIF,68,40,0.4,8.72,613.5028806,422.0393587,0,12.5,0.175438596,0.974923013,2.608278695,0.064640429,0.02887596,0.142768138,0.116114198,0.189221511,0.071597183,0.095961004,0.090624136,0.035952399,0.035952399,0.022928723,0.041900425,0.127858288,609.7938913,557.5484073,0,609.7805662,557.5406209,0,609.8421053,557.5789474,0,613.5028806,422.0393587,0,12.5,0.068508774,0.05,0.068508774,0.05,-12.26344224,-12.9426592,0.031858195,2.223128487
18,5,7,25mg,E26_NIC2_49_DAPI.TIF,E26_NIC2_49_FITC.TIF,71,27.77777778,0.277777778,1.166666667,728.187824,676.4676996,0,13.2,0.714285714,0.712029542,1.230635744,0.065341307,0.014836128,0.069679232,0.096559088,0.1269725,0.068959395,0.080205525,0.077136538,0.047486072,0.047486072,0.014248124,0.023202719,0.102769515,784.7132413,658.3838121,0,784.6777778,658.3899471,0,784.7142857,658.5714286,0,728.187824,676.4676996,0,13.2,0.046966672,0.05,0.046966672,0.05,-12.41325672,-12.20961939,0.027285556,3.497176954
25,12,49,25mg,E26_NIC2_50_DAPI.TIF,E26_NIC2_50_FITC.TIF,72,48,0.48,10.68,770.789966,411.9810398,0,14.25,0.244897959,1.016516147,2.752145798,0.065306119,0.01651836,0.098246094,0.096379716,0.127992673,0.06780842,0.081504149,0.08052653,0.045808203,0.045808203,0.014577953,0.022342633,0.099844449,809.4426382,474.3604125,0,809.4651288,474.3834152,0,809.4081633,474.1836735,0,770.789966,411.9810398,0,14.25,0.061934881,0.05,0.061934881,0.05,-12.14193223,-12.46439939,0.045233314,2.091524185
16,8,26,25mg,E26_NIC2_54_DAPI.TIF,E26_NIC2_54_FITC.TIF,76,50,0.5,7.25,719.8831213,613.5438251,0,10.625,0.307692308,0.819346095,2.282606477,0.064982307,0.026115226,0.122789906,0.105392892,0.169473739,0.070927665,0.091801392,0.085627762,0.041110152,0.041110152,0.019762138,0.037465748,0.124238369,708.4130902,567.1709037,0,708.3926692,567.2126044,0,708.5769231,566.9615385,0,719.8831213,613.5438251,0,10.625,0.051664427,0.05,0.051664427,0.05,-12.44845238,-12.79753014,0.022878435,1.796945501
21,8,29,25mg,E26_NIC2_55_DAPI.TIF,E26_NIC2_55_FITC.TIF,77,38.0952381,0.380952381,5.904761905,692.4945017,409.6012523,0,10,0.275862069,0.792334722,1.673342237,0.06207265,0.02205718,0.116395139,0.098935293,0.149812027,0.067933252,0.0850443,0.081584201,0.043283007,0.043283007,0.016888761,0.030822369,0.108522164,631.5407546,354.6383064,0,631.5309682,354.6528923,0,631.5172414,354.5862069,0,692.4945017,409.6012523,0,10,0.060396343,0.05,0.060396343,0.05,-12.19376087,-12.54702881,0.031023312,3.02176962
15,14,123,25mg,E26_NIC2_56_DAPI.TIF,E26_NIC2_56_FITC.TIF,78,93.33333333,0.933333333,58.06666667,553.4179182,470.4145365,0,8.357142857,0.113821138,1.0465075,2.276359843,0.080071125,0.029175063,0.118966511,0.137692328,0.199177997,0.087755606,0.110061992,0.106722032,0.045531555,0.04545402,0.02661159,0.042865894,0.143314471,636.0275731,471.2806238,0,636.0137707,471.3016014,0,636.0487805,471.2601626,0,553.4179182,470.4145365,0,8.357142857,0.052029692,0.061592385,0.052029692,0.061592385,-12.35737045,-12.71965221,0.029504701,2.010426569
27,5,65,25mg,E26_NIC2_57_DAPI.TIF,E26_NIC2_57_FITC.TIF,79,18.51851852,0.185185185,4.777777778,612.8996417,534.7338384,0,17,0.076923077,0.966773131,2.330571921,0.06845479,0.031656602,0.13853432,0.118982813,0.188467234,0.074408055,0.099915446,0.095115352,0.03600378,0.03600378,0.023950851,0.04309172,0.136275039,979.5547954,689.579554,0,979.524578,689.5923282,0,979.7384615,689.3846154,0,612.8996417,534.7338384,0,17,0.049034987,0.05,0.049034987,0.05,-12.19998923,-12.88830496,0.032546977,2.262704306
16,4,21,25mg,E26_NIC2_59_DAPI.TIF,E26_NIC2_59_FITC.TIF,81,25,0.25,1.625,1062.820964,464.1625405,0,5.75,0.19047619,0.824739956,1.574847312,0.063683164,0.019775696,0.107124461,0.099927699,0.138601326,0.069389494,0.083535102,0.081271003,0.041803904,0.041803904,0.016868579,0.027047104,0.10724259,1066.776703,526.2401283,0,1066.752911,526.2352706,0,1067,526.2857143,0,1062.820964,464.1625405,0,5.75,0.069091603,0.05,0.069091603,0.05,-12.18751757,-12.50573117,0.021263748,3.178592504
17,11,79,25mg,E27_NIC1_60_DAPI.TIF,E27_NIC1_60_FITC.TIF,82,64.70588235,0.647058824,23.52941176,610.4342174,665.5636926,0,9.454545455,0.139240506,0.851699105,1.613948662,0.061686429,0.01506355,0.111868356,0.093705845,0.116238205,0.066823092,0.076067532,0.075040391,0.043615305,0.043615305,0.014379511,0.020278648,0.093413413,608.2427291,737.2706782,0,608.2310434,737.2724825,0,608.3164557,737.2658228,0,610.4342174,665.5636926,0,9.454545455,0.108442232,0.05,0.108442232,0.05,-12.21052871,-12.51680944,0.031767571,3.974903498
19,10,34,12.5mg,E27_NIC1_61_DAPI.TIF,E27_NIC1_61_FITC.TIF,83,52.63157895,0.526315789,11.21052632,678.2518847,776.428226,0,13.8,0.294117647,0.760628128,2.096982749,0.063265701,0.01960964,0.106132024,0.091945481,0.149577909,0.066905935,0.084541547,0.079803789,0.042716285,0.042716285,0.014643474,0.030184249,0.108354316,759.4403256,725.8224902,0,759.43576,725.8317024,0,759.2941176,725.9117647,0,678.2518847,776.428226,0,13.8,0.080722138,0.05,0.080722138,0.05,-12.10339378,-12.55021625,0.019576112,1.516367607
16,9,29,12.5mg,E27_NIC1_63_DAPI.TIF,E27_NIC1_63_FITC.TIF,85,56.25,0.5625,6.4375,801.8481798,546.0739803,0,8.222222222,0.310344828,0.810546624,1.691648858,0.06446779,0.016993288,0.092683524,0.093526229,0.130364666,0.06927781,0.081521493,0.081043296,0.04705672,0.04705672,0.014635932,0.023549973,0.101160475,715.8752922,608.0876594,0,715.8832128,608.0956209,0,715.8965517,608.0689655,0,801.8481798,546.0739803,0,8.222222222,0.070548296,0.05,0.070548296,0.05,-12.01869865,-12.38642072,0.0174155,2.848499777
28,21,123,12.5mg,E27_NIC1_64_DAPI.TIF,E27_NIC1_64_FITC.TIF,86,75,0.75,39.42857143,612.0474394,494.4070032,0,13.52380952,0.170731707,0.968792568,2.114823013,0.063835061,0.018110103,0.117581163,0.0993603,0.13276391,0.068076945,0.081212812,0.080105895,0.040465438,0.040449558,0.016469194,0.024763298,0.101196717,763.8550331,537.292612,0,763.8585171,537.2763868,0,763.7723577,537.4390244,0,606.5533401,505.4490435,0,13.975,0.078514338,0.05,0.078514338,0.05,-12.22849727,-12.64974789,0.025061088,3.045224326
23,10,51,12.5mg,E27_NIC1_67_DAPI.TIF,E27_NIC1_67_FITC.TIF,89,43.47826087,0.434782609,13.47826087,555.8997014,442.0922126,0,11.5,0.196078431,0.949174591,2.337361425,0.06530233,0.022453495,0.123023794,0.104138331,0.160223314,0.07113945,0.089056994,0.086674235,0.040173717,0.040173717,0.018952419,0.032627684,0.113951084,588.3668707,397.5463158,0,588.358829,397.5311335,0,588.4117647,397.6470588,0,555.8997014,442.0922126,0,11.5,0.087262116,0.05,0.087262116,0.05,-12.18466162,-12.65032361,0.034323139,1.897194124
17,4,19,12.5mg,E27_NIC1_68_DAPI.TIF,E27_NIC1_68_FITC.TIF,90,23.52941176,0.235294118,2.882352941,768.7779673,550.4469531,0,9,0.210526316,1.034487799,2.488611607,0.064211571,0.017213786,0.128667763,0.103276267,0.1253103,0.068474302,0.080113048,0.079997429,0.043557283,0.043557283,0.017035735,0.022215988,0.099349086,698.3703797,397.3278938,0,698.3509465,397.3129933,0,698.6842105,397.5789474,0,768.7779673,550.4469531,0,9,0.064482242,0.05,0.064482242,0.05,-12.11055554,-12.51376952,0.019545871,3.522190786
25,17,75,12.5mg,E28_NIC1_70_DAPI.TIF,E28_NIC1_70_FITC.TIF,92,68,0.68,21.96,697.9581649,487.1410738,0,15.41176471,0.226666667,0.904794888,2.290905718,0.063792274,0.018766154,0.101042237,0.093140253,0.143463289,0.066446189,0.083373984,0.079861651,0.042791996,0.042745609,0.014302977,0.027435339,0.104301515,625.4927748,522.0578609,0,625.500063,522.0711926,0,625.44,522,0,697.9581649,487.1410738,0,15.41176471,0.084423102,0.05,0.084423102,0.05,-12.22582009,-12.5135004,0.055119113,2.109574861
16,4,11,12.5mg,E28_NIC1_71_DAPI.TIF,E28_NIC1_71_FITC.TIF,93,25,0.25,1.4375,705.9710527,305.1531511,0,6.25,0.363636364,1.298736942,4.378598486,0.067098079,0.036449637,0.1846257,0.173569981,0.267786122,0.084164959,0.11437942,0.096320493,0.041493439,0.041493439,0.039215615,0.062826308,0.155919462,725.498779,348.5207422,0,725.495201,348.6465788,0,725.5454545,348.4545455,0,705.9710527,305.1531511,0,6.25,0.053762242,0.05,0.053762242,0.05,-12.28469215,-12.63569107,0.028220739,0.91843845
25,10,42,12.5mg,E28_NIC1_72_DAPI.TIF,E28_NIC1_72_FITC.TIF,94,40,0.4,7.2,892.8236671,325.6640983,0,10.7,0.238095238,1.072465058,2.48142644,0.06602506,0.027431369,0.1499555,0.12600173,0.168897026,0.074984486,0.092737718,0.089303066,0.037931024,0.037931024,0.025198607,0.035952019,0.122225129,739.368147,369.2126042,0,739.386407,369.1989287,0,739.2380952,369.2619048,0,892.8236671,325.6640983,0,10.7,0.070432663,0.05,0.070432663,0.05,-12.1531909,-12.87559718,0.045298551,2.368750746
17,5,15,12.5mg,E28_NIC1_73_DAPI.TIF,E28_NIC1_73_FITC.TIF,95,29.41176471,0.294117647,2.941176471,825.322147,455.8887238,0,6.8,0.333333333,1.440793481,4.525760842,0.067938252,0.022984157,0.253080061,0.125722129,0.15820961,0.073203578,0.090871619,0.088903127,0.042139312,0.041594056,0.022401196,0.029603095,0.113934027,865.4767848,393.5195774,0,865.5195148,393.5384904,0,864.9333333,393.2666667,0,825.322147,455.8887238,0,6.8,0.05021929,0.05,0.05021929,0.05,-12.19496194,-12.58778377,0.024899397,2.20633659
35,11,52,12.5mg,E28_NIC1_74_DAPI.TIF,E28_NIC1_74_FITC.TIF,96,31.42857143,0.314285714,6.4,684.4289832,546.7993402,0,16.72727273,0.211538462,0.782907552,1.430364278,0.06593805,0.022414332,0.108676397,0.104680411,0.145027614,0.071975687,0.087013186,0.086262772,0.043166601,0.043166601,0.018798276,0.029952409,0.113029735,761.1170809,700.0892989,0,761.0890864,700.117131,0,761.1346154,700.0384615,0,677.141348,565.7907392,0,17.45,0.063329175,0.05,0.063329175,0.05,-12.28762361,-12.52874979,0.048159188,2.759556532
65,21,72,12.5mg,E28_NIC1_75_DAPI.TIF,E28_NIC1_75_FITC.TIF,97,32.30769231,0.323076923,14.13846154,509.4117654,668.4643396,0,36.23809524,0.291666667,0.907255661,2.037425279,0.063531573,0.025015893,0.136287162,0.111874062,0.164641453,0.070817658,0.089617336,0.085154244,0.040960303,0.040960303,0.020830661,0.035019073,0.118775591,470.5140047,586.2865265,0,470.5033821,586.3116345,0,470.625,586.1805556,0,509.4117654,668.4643396,0,36.23809524,0.069662616,0.05,0.069662616,0.05,-12.34060938,-12.58734549,0.093717374,1.596942256
46,11,51,12.5mg,E28_NIC1_76_DAPI.TIF,E28_NIC1_76_FITC.TIF,98,23.91304348,0.239130435,5.652173913,827.0527999,524.6297852,0,22.54545455,0.215686275,0.942184161,2.829299125,0.065266727,0.029844254,0.111355621,0.104285539,0.200807534,0.068715336,0.099059922,0.090875555,0.04042384,0.040413069,0.018410109,0.044472666,0.132495285,801.2926168,593.1739577,0,801.3074051,593.1758929,0,801.1176471,593.0980392,0,827.0527999,524.6297852,0,22.54545455,0.066125751,0.05,0.066125751,0.05,-12.28578202,-12.6298659,0.082604346,0.956867434
35,16,80,12.5mg,E28_NIC1_77_DAPI.TIF,E28_NIC1_77_FITC.TIF,99,45.71428571,0.457142857,15.85714286,719.3814366,546.3376995,0,18.625,0.2,0.823999398,1.787847724,0.065668535,0.024745175,0.109425535,0.110045778,0.161934845,0.071910513,0.089953423,0.087339208,0.041713589,0.041713589,0.02058,0.034000507,0.116839093,753.5518327,616.7829758,0,753.539155,616.7857349,0,753.5625,616.775,0,719.3814366,546.3376995,0,18.625,0.055314906,0.05,0.055314906,0.05,-12.34416703,-12.56456588,0.053900382,1.838404656
15,7,15,12.5mg,E28_NIC1_78_DAPI.TIF,E28_NIC1_78_FITC.TIF,100,46.66666667,0.466666667,2.733333333,672.3050292,546.2370169,0,7.857142857,0.466666667,0.951597382,3.013624279,0.0644358,0.024322887,0.130032793,0.096388194,0.195067268,0.067050263,0.094284198,0.086343689,0.039588003,0.039588003,0.01651364,0.041687505,0.122861579,587.2531758,649.2817087,0,587.2302817,649.3722396,0,587.4,649,0,672.3050292,546.2370169,0,7.857142857,0.050591707,0.05,0.050591707,0.05,-12.35232647,-12.64189701,0.023113128,1.69605277
32,13,100,12.5mg,E28_NIC1_79_DAPI.TIF,E28_NIC1_79_FITC.TIF,101,40.625,0.40625,23.65625,861.6752726,517.3840956,0,16.69230769,0.13,0.897961699,2.47404654,0.06441764,0.035353019,0.132106778,0.117467612,0.205520715,0.070453577,0.10138189,0.093476463,0.034352942,0.034352942,0.024211832,0.048904138,0.142020752,904.1194211,476.0137608,0,904.1139843,476.0182419,0,904.17,475.94,0,861.6752726,517.3840956,0,16.69230769,0.056229316,0.05,0.056229316,0.05,-12.17558415,-12.96694119,0.044096951,1.862548627
28,22,248,CSE,E29_CSE_86_DAPI.TIF,E29_CSE_86_FITC.TIF,103,78.57142857,0.785714286,108.5357143,704.6825297,566.8223019,0,14.54545455,0.088709677,1.101562327,2.746560189,0.074643813,0.043909313,0.143582418,0.151374913,0.248226877,0.085372216,0.119551451,0.113132359,0.031390761,0.031390761,0.035019737,0.060986611,0.169045966,749.1431726,559.2208783,0,749.1395819,559.2251949,0,749.1612903,559.1572581,0,704.6825297,566.8223019,0,14.54545455,0.089926839,0.057808213,0.089926839,0.057808213,-12.29337071,-13.30643192,0.060051174,2.258321011
22,17,259,CSE,E29_CSE_87_DAPI.TIF,E29_CSE_87_FITC.TIF,104,77.27272727,0.772727273,118.2272727,591.0359319,501.2775847,0,10.76470588,0.065637066,1.162403076,2.610262728,0.081678658,0.035365581,0.141921137,0.149168194,0.213457101,0.09074438,0.115752484,0.113327991,0.041404386,0.041404386,0.031235091,0.047604323,0.155518951,638.5070888,409.9724088,0,638.51352,409.9764928,0,638.4478764,409.969112,0,591.0359319,501.2775847,0,10.76470588,0.066771992,0.061875127,0.066771992,0.061875127,-12.1940042,-13.03485708,0.051299891,2.396812545
